"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Post type",Languages,"Custom labels","Funded content status",Comment,Date,Impressions,"People Reached",Engagements,Shares,Likes,Comments,"Seconds Viewed","60-Second Video Views","3-Second Video Views","Average Seconds Viewed","Total clicks","Other Clicks","Link Clicks","Photo Views","Article Average Time Spent","Article Daily Scroll Depth","3-Second Viewers","Unique Video 60-Second Views","Engaged users","Overall negative feedback","Unique negative feedback from users","Unique negative feedback from users: Hide all","Clicks to Play","Ad CPM (USD)","Ad Impressions","Estimated earnings (USD)","Estimated stars earnings (USD)","Views by top audience (13-17, F)","Views by top audience (13-17, M)","Views by top audience (18-24, F)","Views by top audience (18-24, M)","Views by top audience (25-34, F)","Views by top audience (25-34, M)","Views by top audience (35-44, F)","Views by top audience (35-44, M)","Views by top audience (45-54, F)","Views by top audience (45-54, M)","Views by top audience (55-64, F)","Views by top audience (55-64, M)","Views by top audience (65+, F)","Views by top audience (65+, M)","Views by top audience (13-17)","Views by top audience (18-24)","Views by top audience (25-34)","Views by top audience (35-44)","Views by top audience (45-54)","Views by top audience (55-64)","Views by top audience (65+)","Views by top audience (F)","Views by top audience (M)","Views by country (Malaysia (MY))","Views by country (United States (US))","Views by country (Singapore (SG))","Views by country (Australia (AU))","Views by country (Philippines (PH))","Views by country (India (IN))","Views by country (Thailand (TH))","Views by country (Taiwan (TW))","Views by country (Indonesia (ID))","Views by country (Romania (RO))","Views by country (Pakistan (PK))","Views by country (Hong Kong (HK))","Views by country (Sri Lanka (LK))","Views by country (Mexico (MX))","Views by country (Nepal (NP))","Views by country (Canada (CA))","Views by country (Vietnam (VN))","Views by country (Belgium (BE))","Views by country (Lebanon (LB))","Views by country (Macau (MO))","Views by country (United Kingdom (GB))","Views by country (Greece (GR))","Views by country (Trinidad and Tobago (TT))","Views by country (Poland (PL))","Views by country (Ireland (IE))","Views by country (Kenya (KE))","Views by country (Cyprus (CY))","Views by country (Italy (IT))","Views by country (South Africa (ZA))","Views by country (New Zealand (NZ))","Views by country (Brazil (BR))","Unique negative feedback from users: Hide","Views by country (Japan (JP))","Views by country (Israel (IL))","Views by country (Argentina (AR))","Views by country (South Korea (KR))","Views by country (China (CN))","Views by country (Barbados (BB))","Views by country (Netherlands (NL))","Views by country (Hungary (HU))","Views by country (Malawi (MW))","Views by country (Ukraine (UA))","Views by country (South Sudan (SS))","Views by country (Egypt (EG))","Views by country (Zambia (ZM))","Views by country (Ghana (GH))","Views by country (Bulgaria (BG))","Views by country (Uganda (UG))","Views by country (Peru (PE))","Views by country (Azerbaijan (AZ))","Views by country (Puerto Rico (PR))","Views by country (Bangladesh (BD))","Views by country (United Arab Emirates (AE))","Views by country (Myanmar (MM))","Views by country (Albania (AL))","Views by country (Germany (DE))","Views by country (Guatemala (GT))","Views by country (Jersey (JE))","Views by country (Spain (ES))"
11111111111111,2222222222222,"Test Company","client servicing","",0,"03/31/2022 17:03",N/A,Link,0,Link,,,,,Lifetime,1319,1288,12,1,11,0,0,0,0,0,19,3,16,,0,0,0,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
